"DHB","Population","Full_IM","Rate","group","breakdown","from_file","until_month","until_year","until_month_n","until_year_n"
"Midcentral",551,351,0.637024,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",431,315,0.730858,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",587,332,0.565588,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",521,419,0.804223,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",167,124,0.742515,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",416,335,0.805288,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",185,115,0.621622,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",387,247,0.638243,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",1428,850,0.595238,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",116,86,0.741379,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",1864,1303,0.699034,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",111,84,0.756757,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",239,149,0.623431,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",15817,10934,0.691282,"Total","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",432,323,0.747685,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",310,199,0.641935,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",956,761,0.796025,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",452,368,0.814159,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",295,225,0.762712,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",268,203,0.757463,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",232,176,0.758621,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",160,115,0.71875,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",278,197,0.708633,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",254,188,0.740157,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",186,130,0.698925,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",318,269,0.845912,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",131,101,0.770992,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",257,211,0.821012,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",34,29,0.852941,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",217,151,0.695853,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",656,418,0.637195,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",68,52,0.764706,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",683,477,0.698389,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",79,60,0.759494,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",98,73,0.744898,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",6365,4726,0.742498,"NZE","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",225,133,0.591111,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",288,120,0.416667,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",209,136,0.650718,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",168,107,0.636905,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",629,334,0.531002,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",279,158,0.566308,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",132,95,0.719697,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",220,93,0.422727,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",170,91,0.535294,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",80,51,0.6375,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",324,148,0.45679,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",76,55,0.723684,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",20,12,0.6,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",87,66,0.758621,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",136,75,0.551471,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",122,61,0.5,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",509,239,0.469548,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",33,21,0.636364,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",340,185,0.544118,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",16,14,0.875,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",107,52,0.485981,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",4170,2246,0.538609,"Maori","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",310,220,0.709677,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",14,NA,0.642857,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",61,41,0.672131,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",116,72,0.62069,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",808,530,0.655941,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",30,19,0.633333,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",61,52,0.852459,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",10,10,1,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",21,11,0.52381,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",16,14,0.875,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",NA,NA,0.75,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",22,17,0.772727,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",NA,NA,0.5,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",13,10,0.769231,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",NA,NA,0.5,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",NA,NA,0.833333,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",58,39,0.672414,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",NA,NA,1,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",223,154,0.690583,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",NA,NA,1,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",NA,NA,0.625,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",1799,1225,0.680934,"Pacific","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",396,327,0.825758,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",31,25,0.806452,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",122,101,0.827869,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",111,95,0.855856,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",278,240,0.863309,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",20,19,0.95,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",42,37,0.880952,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",14,12,0.857143,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",18,16,0.888889,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",21,21,1,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",13,12,0.923077,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",23,21,0.913043,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",NA,NA,0.833333,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",21,19,0.904762,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",11,NA,0.818182,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",10,NA,0.8,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",83,69,0.831325,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",NA,NA,0.5,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",282,234,0.829787,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",NA,NA,1,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",NA,NA,0.8,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",1510,1276,0.845033,"Asian","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",270,223,0.825926,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",70,43,0.614286,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",284,202,0.711268,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",166,131,0.789157,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",212,164,0.773585,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",41,34,0.829268,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",67,55,0.820896,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",24,17,0.708333,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",64,36,0.5625,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",60,41,0.683333,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",56,36,0.642857,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",82,57,0.695122,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",NA,NA,0.666667,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",38,29,0.763158,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",NA,NA,0.5,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",32,22,0.6875,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",122,85,0.696721,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",NA,NA,0.875,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",336,253,0.752976,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",12,NA,0.5,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",21,15,0.714286,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",1973,1461,0.740497,"Other","ethnic","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",214,161,0.752336,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",46,23,0.5,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",320,249,0.778125,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",286,237,0.828671,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",175,138,0.788571,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",66,48,0.727273,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",106,90,0.849057,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",46,31,0.673913,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",73,54,0.739726,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Nelson Marlborough",61,48,0.786885,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Northland",28,24,0.857143,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Otago",85,72,0.847059,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"South Canterbury",31,23,0.741935,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Southland",115,90,0.782609,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Tairawhiti",11,10,0.909091,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Taranaki",41,29,0.707317,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waikato",166,103,0.620482,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Wairarapa",NA,NA,0.714286,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Waitemata",327,245,0.749235,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"West Coast",NA,NA,0.888889,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Whanganui",22,14,0.636364,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"National",2235,1702,0.761521,"Total","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Auckland",294,224,0.761905,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Bay of Plenty",104,59,0.567308,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Canterbury",333,267,0.801802,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Capital & Coast",225,180,0.8,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Counties Manukau",213,170,0.798122,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hawkes Bay",57,42,0.736842,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Hutt Valley",89,61,0.685393,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Lakes",44,23,0.522727,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
"Midcentral",99,64,0.646465,"NZE","deprevation","immunisation-3months-dec2009.xls","December ","09",12,2009
